195,victoria,False,0,0,0,UNKNOWN,-2;-5;-6;-1;-11;8;-12;-4;-1;4;6;0;5;-2;-1;-9;12;-6;9;-3;6;-8;2;5;1;11;6;-19;19;0;2;-4;-4;-3;-2;-4;0;-2;0;0;-3;12;-3;5;-3;0;13;-2;-3;1;5;5;0;1;-7;4;-9;1;-2;-1;5;-5;0;-1;-4;4;3;0;4;-2;3;-1;2;15;2;-5;-1;7;-1;-1;-6;-2;-2;1;-1;-1;-6;4;-4;-1;1;0;-1;5;3;9;0;8;-2;-3;10;-1;-2;-2;-3;-2;6;-1;9;9;-12;1;2;-3;3;-8;-2;-1;5;0;-4;-3;7;-1;4;-6;-10;3;-3;-5;6;-5;9;1;-1;-1;2;-4;-1;-5;5;-7;3;-1;4;2;-32;4;-2;4;3;-3;5;2;3;1;-5;-1;-14;0;1;5;-6;0;3;1;0;4;2;3;0;0;7;4;-13;3;3;5;8;8;-2;-6;5;3;4;0;-3;-5;-7;-1;-6;-7;0;0;5;4;-30;-5;5;-6;5;3;-2;-9;3;2;3;3;3;2;0;6;4;3;-1;3;-1;6;1;-5;-5;7;0;5;4;10;0;6;1;-2;2;-3;-5;6;0;-8;1;5;1;-10;-7;-3;-7;0;0;7;5;1;3;-14;3;8;4;8;2;-6;-2;-5;2;-8;1;-17;2;3;1;3;4;4;-5;-5;-1;-3;0;1;2;2;0;-1;4;-12;1;10;8;5;2;4;5;3;-9;2;-1;-1;5;3;-5;-11;-3;-3;2;3;3;-2;-1;-6;-5;-1;4;-3;10;4;-1;4;1;0;4;9;0;4;-22;-2;0;-17;1;3;-13;1;3;1;-2;-1;2;2;2;2;-7;7;-9;-17;-3;-2;3;-6;18;-5;6;-3;-1;0;0;-5;-6;-1;-3;6;-7;5;4;-9;-1;-3;2;3;5;8;0;-3;-1;2;-2;-1;2;0;0;4;-2;0;-13;-1;2;-2;0;-5;-7;7;3;-6;0;4;-2;2;2;-4;6;7;0;-3;-6;-2;3;0;-1;-12;4;3;2;1;-7;-1;8;4;-2;0;-1;-5;-2;5;-2;3;1;-4;-3;-5;10;-2;3;-1;4;0;4;1;-4;-12;-2;10;0;8;-3;-3;7;6;4;10;-1;-6;-5;-4;12;0
203,victoria,False,0,0,0,UNKNOWN,-32;6;2;4;0;-1;2;-6;-2;-9;10;-5;4;-5;-3;3;-8;3;8;0;1;0;-1;8;-5;16;5;-8;-6;-10;1;2;-1;0;4;-1;0;2;-3;3;2;3;-3;7;4;-4;2;5;-7;-4;-4;0;-3;1;4;-7;3;2;-1;0;0;-1;1;7;-4;-1;-3;-6;-5;-1;1;-2;1;-7;5;-1;2;-4;-4;-4;-2;-1;0;-6;-3;-4;-8;-4;-3;4;-12;-3;1;-2;-6;-3;-1;5;13;-1;10;-3;-7;3;0;10;7;-3;-6;1;12;3;3;6;3;-3;5;-10;2;1;0;5;5;4;-1;-4;-1;-1;-3;-5;4;5;0;-7;0;-4;1;1;4;-7;0;7;6;9;-3;-5;19;0;3;-5;-1;0;-2;-6;-4;-2;-1;4;-5;2;-5;-1;0;2;10;-4;-5;-2;-4;-11;-6;-1;1;4;1;0;3;9;2;-2;-2;-1;-1;-2;2;3;0;-2;11;-4;3;3;1;4;-2;2;23;10;0;3;-4;0;6;7;-3;7;-3;-11;-3;-2;4;-9;-6;3;-5;3;1;-5;4;1;-1;-5;1;0;-3;-7;2;-3;-2;5;8;1;8;-6;-5;11;-2;1;-1;13;1;6;-4;6;-4;-1;-1;1;-4;-4;-1;-2;-2;3;-1;4;-1;-3;2;-5;2;4;6;-1;12;-4;4;1;-2;-1;-7;-2;-1;-6;-1;-1;3;4;-4;3;-3;2;1;-3;6;8;-2;1;-6;1;4;-2;0;-4;-1;-2;3;5;7;-6;3;-2;-2;1;-1;-3;0;11;5;-5;-4;-5;1;6;-2;-5;-8;1;8;-1;-5;4;0;-1;6;1;3;-4;-1;3;-6;1;-8;-1;3;-1;-5;2;1;22;2;3;-7;3;2;0;5;11;-1;0;-3;9;4;-5;-1;-7;-1;0;-5;-1;-1;-3;-5;-5;2;2;3;-3;-13;8;-7;11;-3;-1;0;-1;8;-3;-8;10;-3;-3;2;0;-6;3;-1;1;11;-5;0;-5;7;1;6;0;-2;-8;-1;0;0;-7;-4;-1;0;5;-3;-2;-1;0;0;0;-2;3;-2;1;-6;-7;-3;3;2;0;-2;-8;5;-2;-6;-6;7;0;-2;6;8;19;3;-17;5;7;-5;-13;3;5;0;-4;-2;-7;3;12
211,victoria,False,0,0,0,UNKNOWN,6;7;-13;4;-6;-4;-1;7;-3;-1;10;-3;1;-3;0;-9;8;2;-3;1;10;12;4;3;8;-7;0;-13;-6;-7;-1;3;-2;3;0;2;-3;5;7;-4;7;5;-8;-6;1;7;3;-3;4;5;-8;2;-12;-7;0;-3;1;-5;-2;8;0;-2;4;-2;0;-4;-1;6;-3;7;6;-4;5;12;-8;9;-3;4;-5;-4;-3;-3;-5;-7;7;-1;1;-10;0;9;-1;2;-2;-1;2;-1;4;1;-12;8;1;-21;-1;5;-6;-1;10;-6;10;14;0;3;11;-2;-3;-17;-3;-2;-4;4;2;-2;6;-6;2;2;-5;3;2;3;5;9;2;-8;-2;2;-1;-2;-2;-4;2;2;-3;5;5;-2;-33;-7;-2;0;-2;-7;1;2;9;1;2;5;1;1;0;-2;1;5;3;2;4;6;5;0;2;-1;7;-2;-4;1;3;13;0;7;-4;7;0;-1;-1;1;-9;-11;2;0;-4;-5;1;-1;1;1;-10;8;-3;11;1;5;3;-8;-2;3;0;-1;0;-6;0;3;2;-2;1;-1;2;10;3;-3;-4;1;1;7;2;1;3;-4;6;5;2;-10;6;9;-2;9;-4;5;-4;8;9;3;-7;3;11;-7;-5;-6;1;-3;-4;-4;6;-10;1;7;-1;-6;1;5;2;-11;-8;4;-14;1;2;-7;1;-9;3;-2;2;4;2;2;-4;4;1;1;0;-3;-3;4;0;10;-4;6;0;0;-1;-4;2;-2;4;3;-5;-5;11;-6;-3;-3;5;5;-1;-3;2;-1;-3;1;3;-9;-8;-1;1;11;3;-4;-8;7;2;-1;0;7;-1;0;0;0;-7;0;6;6;4;-8;4;-15;-7;0;-3;2;4;-2;7;3;0;-4;4;-2;-4;7;3;-1;0;1;-6;2;-4;3;-4;11;-1;1;2;9;-2;1;1;-5;2;-1;4;-4;5;5;1;-15;3;-5;4;5;-3;-2;5;4;-1;-2;-4;-6;4;7;-8;3;2;2;-1;-2;-2;-7;2;-5;-1;3;6;2;6;-1;5;-3;-4;-2;-2;-2;-1;-10;-1;-1;-3;2;3;1;-22;-1;22;1;-3;4;8;10;-8;-11;-12;-3;-12;-14;7;1;-10;-3;8;-8;0;-5;5;0;12;8;-6;6
219,victoria,False,0,0,0,UNKNOWN,-16;-2;3;1;-6;4;-7;-2;4;4;5;4;5;1;4;1;-13;6;4;-9;-9;8;-7;-10;4;-3;7;5;5;-5;-2;-3;-4;-3;7;-8;-8;-5;0;2;1;6;-4;5;1;-1;2;5;8;10;5;3;-6;-1;-3;-1;-2;4;6;2;-1;-13;-10;0;1;4;0;2;2;-14;-11;4;1;-16;8;-3;1;-3;5;10;1;3;-1;-2;-11;2;-6;-1;10;12;-5;-1;-2;-2;-7;-4;3;7;1;-2;3;0;-2;3;9;-3;1;-5;1;0;4;1;11;2;2;0;-1;0;-2;4;-3;3;1;1;-5;10;0;-3;-5;6;1;-1;3;-5;-4;-4;0;1;0;1;3;-3;-1;-3;-1;-2;26;0;1;3;-6;4;-5;4;-1;-1;-1;0;-2;-1;-3;-2;0;7;-3;3;1;-1;-3;8;-2;0;-4;-5;1;-5;-4;9;2;-10;2;6;-4;-6;6;-3;6;8;3;0;10;9;-5;-4;6;-4;7;12;2;0;-3;10;-11;8;-3;2;2;5;-3;-2;-4;0;11;9;3;2;-3;-4;1;1;-2;-5;-3;-7;3;-2;-1;-2;7;3;6;1;4;7;0;1;4;2;-2;10;-3;-3;-4;5;1;-1;-1;-2;-3;2;-1;1;1;1;-1;9;5;3;10;0;1;2;-1;0;1;-5;0;0;-6;-2;-5;2;7;0;-4;0;-7;8;0;2;-2;3;-1;-13;4;-1;0;-7;3;-7;5;3;-1;-4;3;-3;4;-2;1;5;-2;-3;2;-1;0;2;1;-1;2;5;-3;1;-1;-6;-5;10;-2;1;2;-1;5;0;8;-4;-2;2;5;-8;-4;-5;1;1;0;-3;-8;1;2;-4;-7;5;-6;0;-2;5;4;6;-8;0;0;3;0;4;0;5;-6;7;0;-5;2;1;2;0;-1;-1;2;-6;1;1;3;0;-3;5;3;-4;5;-1;-2;-6;2;-6;2;-5;-1;0;-2;0;8;0;1;-1;-5;-2;4;-2;1;1;1;0;0;0;-1;-6;2;1;-8;0;3;2;-9;1;-2;3;0;0;-2;0;3;1;0;4;-10;-6;-3;9;-7;-2;0;5;2;-11;-9;5;-4;3;5;4;4;3;3;-8;1;3;-10;5;7;6;1;-3
227,victoria,False,0,0,0,UNKNOWN,-16;5;1;-6;5;9;-6;-7;2;8;13;-11;-9;8;-5;7;12;3;6;2;3;-3;-6;-6;-4;1;14;-20;2;-1;5;-4;9;5;-5;8;4;6;5;-3;4;2;-2;-5;-2;-8;-7;-3;3;-5;0;9;-7;-2;1;14;0;-1;6;-7;5;-2;0;4;0;3;-5;1;-1;-2;-1;6;-6;10;-6;-2;-3;-3;8;0;6;10;-4;2;2;2;3;-4;-3;-2;2;2;0;3;0;2;-2;-3;5;-1;0;-9;0;-2;1;-4;3;-10;2;-5;-6;3;10;-1;-2;-8;-1;-8;-2;-5;1;-5;8;6;-3;-3;0;2;0;1;2;5;2;5;-8;-1;-2;0;-6;0;7;-1;4;8;-1;-8;-27;3;-5;6;4;-4;3;3;-4;3;-5;1;1;-2;5;4;-2;-4;5;1;-2;8;3;2;-3;1;6;12;-2;0;-1;2;7;2;-2;-1;0;-2;-2;-2;0;-9;-8;-6;3;-2;0;1;0;-1;-2;0;-2;-5;-3;0;1;-2;0;1;0;1;3;-2;-1;-11;-2;1;1;-2;-4;1;-1;4;3;-6;0;3;0;2;-6;4;-9;1;-1;0;-9;1;8;-1;3;1;1;11;6;3;-1;2;-10;-14;2;4;2;-3;-2;4;10;-3;-3;3;-2;3;3;-1;-6;2;-4;-2;2;11;9;-9;-5;-4;6;-6;5;5;8;6;-7;0;-14;-6;5;2;-6;-10;-2;-1;6;2;2;-7;-7;4;0;6;-4;-6;4;1;5;0;-4;-1;3;3;3;0;0;-5;-12;-3;-7;16;-5;-4;9;-1;-1;-6;-13;9;-4;-5;-7;1;-2;5;-5;18;-4;3;4;10;3;-3;-8;15;-2;-3;1;5;-2;-4;7;-4;-7;-5;0;-3;0;-2;1;4;1;1;-10;5;4;-1;-4;0;-2;0;1;1;-13;5;-3;-1;5;-2;2;-4;5;0;-3;-2;5;-2;-1;-5;1;3;14;6;-12;2;-2;-3;-7;1;6;-1;0;-1;5;0;-1;-4;-2;1;4;3;3;1;-8;-2;-5;8;-9;0;0;0;3;1;5;2;2;-2;1;-12;-8;-3;3;5;1;9;2;0;1;1;-5;-5;-2;3;7;-16;-1;-4;4;-9;9;3;-3;-4;7;4;6;-11
236,victoria,False,0,0,0,UNKNOWN,-13;-3;15;7;-4;2;-12;8;8;7;-5;-1;7;8;-6;0;-15;-8;-2;5;-6;3;4;-2;3;6;-2;-3;-3;0;1;1;1;7;1;3;6;-1;0;1;-8;-8;0;0;0;-4;-1;0;1;-9;0;3;2;-3;7;-4;-16;3;-1;6;-4;-7;-2;5;0;0;0;3;3;-11;-2;3;12;-7;4;-6;4;0;-3;3;2;-6;13;-5;3;-4;-5;-8;6;0;0;-2;-3;-2;-8;1;-1;4;2;-1;9;-1;0;10;0;-2;5;6;-1;-1;-2;6;0;3;4;11;2;0;-8;3;-2;-1;1;-3;-3;-1;16;-2;3;11;-2;4;-3;9;-4;-3;-6;1;-1;-3;0;7;-6;-8;6;-3;30;-9;-4;2;-4;5;0;0;-2;0;-12;0;-6;-13;0;2;-3;-2;1;1;0;1;0;-1;4;-9;0;-5;6;-3;-6;-7;1;-8;6;-4;-1;0;-2;0;7;3;2;2;-5;2;-1;9;0;1;-10;-3;5;1;-7;0;1;3;5;-2;2;-1;-6;1;-2;1;-3;2;0;3;0;-5;2;4;2;-3;0;-12;3;-5;8;-2;2;8;2;-7;10;-2;-2;0;0;7;-1;-3;-3;6;0;0;0;7;0;-4;-1;-1;4;-2;6;1;-6;-9;1;-1;2;-3;1;4;-1;0;0;2;1;-2;-7;-3;1;-4;1;2;-2;0;-6;-5;0;2;4;10;-4;-1;-6;-1;-3;6;1;-3;2;0;2;0;3;-5;2;2;2;6;-3;-4;5;-7;-1;-3;-5;1;-1;-11;-1;-1;-11;7;-8;8;-4;0;7;4;-1;2;4;-2;0;-6;8;15;4;-3;-1;19;-3;-4;-2;-9;8;5;-2;-1;9;2;-2;-9;2;-1;-4;0;2;6;2;-1;-2;-1;-2;-12;0;-13;-8;-6;-2;2;0;10;3;0;-1;2;0;3;3;6;-10;-3;-3;1;-8;-3;-3;5;4;-3;0;1;1;3;-8;-1;5;0;-4;0;7;-1;0;2;3;-3;-2;1;1;6;1;-2;-3;0;-10;4;-2;-4;-2;0;4;-6;9;-2;1;1;-3;1;-6;5;2;-6;3;2;-4;-6;7;-9;0;-5;10;6;6;4;5;8;-6;3;-1;3;-4;3;-3;-6;-4;15
245,victoria,False,0,0,0,UNKNOWN,-16;6;7;2;-3;0;1;-5;3;1;3;0;7;5;1;0;7;-6;6;-12;-8;-11;-4;0;4;5;8;-22;0;1;-7;7;-1;3;2;9;1;7;3;-5;5;-2;2;9;1;5;-8;-10;-6;-3;-12;0;0;1;-5;5;1;-6;-3;2;5;3;1;5;-1;5;-1;2;-3;-1;-2;0;-5;21;-2;6;-6;3;1;-1;8;-6;-5;-4;-6;5;4;5;4;4;3;8;0;-10;0;0;0;0;-1;0;-4;-10;-1;-3;-4;1;0;2;4;-2;-8;1;-2;-10;-6;-8;3;-2;4;7;-5;2;-4;-6;-3;2;6;2;8;-3;-2;5;4;-1;3;-1;-3;3;8;2;-3;-4;2;0;-1;0;-22;5;3;-4;3;1;2;-2;-2;7;4;4;-1;-2;-2;-3;4;6;-5;4;-1;-2;3;3;-1;10;-2;0;-9;-9;0;0;1;-1;1;-6;-1;-4;6;2;13;-7;0;0;-1;3;4;-11;1;2;0;2;-4;-4;-9;2;4;5;5;3;3;-1;-5;-2;-5;1;3;-1;9;-1;2;9;1;-11;-10;-7;7;-1;0;2;3;1;10;-4;3;4;3;-2;7;-9;-3;0;-2;2;0;-7;-1;2;-2;-2;-5;-2;1;1;-3;1;13;4;7;-2;-8;6;-10;-14;-1;-5;4;3;3;13;2;-10;-7;-14;4;4;5;5;9;6;-10;2;-7;-10;9;4;8;-6;5;4;4;-1;0;-3;-8;7;-7;-3;-1;-1;-6;2;-6;4;-4;0;-11;0;-4;16;4;-7;1;-4;-1;-6;-3;-1;3;-2;-2;2;-6;2;-6;0;2;-2;3;4;11;3;7;-9;6;-2;15;-1;-5;-8;-18;6;1;-3;0;0;5;-4;-3;-4;1;-3;2;0;1;4;-4;2;-10;2;-2;0;14;4;-8;0;1;7;6;5;-1;-3;-2;1;-9;-5;-6;3;0;-4;2;-9;0;3;-4;3;1;-4;5;-3;-8;-4;-1;-1;5;15;-6;-2;-3;-8;2;3;3;5;-2;-1;2;0;2;-2;-7;-5;1;0;1;9;4;7;1;-4;0;-3;1;7;5;-3;-3;-1;-5;-9;4;-9;1;5;-2;0;-6;12;-8;-1;1;5;-3;-1;6;12;9;4;-7;2;13;4
253,victoria,False,0,0,0,UNKNOWN,18;-6;-2;-1;1;12;-1;0;-5;-1;1;5;-6;0;-2;-3;-12;-6;2;-3;19;-5;0;5;-7;0;-5;21;-10;-1;4;-1;8;-6;2;-2;-2;-3;-5;5;6;-5;-6;7;-6;0;0;0;-1;-4;-3;-7;2;6;-1;-9;1;-4;10;-3;4;6;-2;6;7;-11;7;0;-1;5;3;-2;4;-11;1;-5;-8;8;3;-9;2;13;-1;-6;-1;2;-1;0;6;-7;-2;2;-3;1;-1;1;-1;-2;0;-1;4;4;4;3;-6;2;0;-2;-1;1;-2;-19;-2;-3;-6;1;-3;-1;2;-5;2;2;1;-1;-1;0;2;-2;2;17;-8;5;-5;12;-8;-4;5;-2;4;15;-4;-2;3;8;-2;1;19;9;2;-8;-1;0;-3;-9;-4;2;3;1;3;0;-1;3;3;4;-5;5;-2;-6;2;4;-6;1;-1;-7;-3;-17;-6;8;-3;-11;11;-1;2;2;-9;-3;6;-1;-1;1;-2;0;2;3;3;0;10;4;-7;5;-10;-11;8;6;-9;1;0;0;-1;3;3;-7;1;1;-1;1;-4;-4;-4;-7;-4;1;2;0;-3;-1;1;6;-1;-4;-10;-3;9;7;3;2;-1;1;-1;4;-2;0;-2;0;-6;0;1;-7;11;-9;5;1;-7;-3;1;0;2;1;6;-6;2;1;12;9;5;-1;1;-2;12;3;-7;-4;6;-8;-1;-2;7;-6;1;-3;-1;6;0;-5;-2;1;1;-3;2;0;-11;-1;-9;-2;4;-3;6;-1;-3;9;0;3;-2;1;-3;-2;5;6;-6;3;9;-3;-5;5;-3;5;9;-3;8;-3;-6;-7;-3;2;-1;1;-6;-2;7;3;4;-1;-5;2;-2;2;13;-2;-5;-2;-4;10;-7;-3;-1;11;-7;8;-3;0;-1;2;-5;2;-1;3;5;-4;2;5;11;-14;-6;-9;6;-1;0;-1;5;2;-2;9;-4;0;-5;-2;4;2;-1;2;-2;1;6;-9;0;-7;0;5;0;0;-1;10;-5;-4;-4;-4;3;3;2;-4;2;-6;-3;-2;11;3;6;4;3;2;6;4;1;6;-5;5;-3;0;-2;0;4;2;0;0;-5;-4;-2;4;-3;-9;4;-2;-4;6;1;0;-1;-3;1;1;-2;-5;1;1;-7;11;1;-3
261,victoria,False,0,0,0,UNKNOWN,-27;7;-4;2;2;-4;6;-2;10;6;7;-1;1;1;0;2;9;-12;10;-12;-9;-10;3;-5;5;3;7;-2;3;-1;11;-4;4;0;2;-8;-3;8;-5;12;5;-2;-6;7;-4;0;4;1;-4;-3;3;2;4;-7;-4;3;7;0;-3;-5;-3;1;0;1;7;-4;0;1;1;2;-4;1;2;13;0;2;2;1;1;-13;-4;-1;1;-9;14;-5;3;2;-19;-14;9;2;0;7;-4;6;-6;1;-8;2;2;4;5;-2;-1;-10;5;5;3;4;1;-19;-1;2;7;-5;2;-6;-21;1;-3;-10;1;9;7;2;-2;0;-7;6;-2;1;-2;2;-2;2;-2;1;3;10;12;8;-6;-3;2;-3;-28;-3;0;7;-1;1;-4;10;-1;6;-2;-1;10;-6;2;1;-1;-11;-2;10;8;6;-2;-3;-3;-1;-1;-2;6;-4;4;-3;0;-11;1;6;-1;-1;3;-5;-1;0;0;-2;-4;0;-3;-2;7;1;-14;1;-3;1;-1;-1;2;-5;-2;-9;-2;2;1;10;1;-1;2;1;-4;1;-12;10;-8;1;5;1;-1;3;5;-2;-1;-3;9;11;-2;-3;3;0;4;-2;-3;4;6;7;-7;-3;1;4;-5;1;0;-4;1;2;-6;-2;3;0;-4;-4;-4;-3;5;-2;-4;-13;-6;1;-5;2;6;-8;0;-5;1;2;9;7;5;4;-6;0;-2;4;0;5;-2;11;-4;-2;3;-10;-3;-3;-6;-5;-3;-2;13;-5;1;-1;6;6;-2;-5;-1;4;8;-1;4;2;2;1;1;6;1;5;3;12;3;-8;-11;2;2;-5;-1;2;-3;2;-2;-1;0;-10;-2;6;7;-2;1;7;6;-13;2;-1;-5;7;1;10;-1;7;0;3;2;-2;-4;-1;0;0;-3;1;0;6;8;3;0;-7;-4;6;-7;-6;3;-1;-2;4;1;-1;-2;-1;12;-3;1;-2;-2;-3;14;-7;-3;5;4;-2;0;7;-5;-4;-7;6;-1;-1;-2;1;0;-3;-3;0;3;-1;1;-4;1;-5;1;-4;-1;1;-2;3;0;5;-3;4;0;0;2;-9;-10;14;2;-7;7;11;2;2;1;10;8;3;-1;-6;-1;-2;-3;10;-16;-1;4;1;-2;-1;-3;11;-1;-11
269,victoria,False,0,0,0,UNKNOWN,-2;0;6;-6;3;-6;-5;-1;4;-1;1;6;1;3;-1;5;-12;6;-1;2;-7;-6;10;-5;4;-3;3;-12;3;-10;-10;4;1;2;-2;5;-5;5;-2;-5;3;-3;2;-5;-5;-5;2;3;2;3;3;3;-6;-12;3;8;5;-6;10;7;0;-4;-7;-4;-1;-3;8;-1;-1;-2;6;-1;5;-3;-1;-2;-2;-1;-2;-4;5;8;-1;1;1;-4;-1;3;7;-1;-3;-8;9;-5;2;-2;0;5;-1;2;13;1;-1;5;3;5;-1;1;1;-6;6;-14;4;8;-4;-2;2;2;-8;2;4;7;-6;8;1;-2;-1;-2;2;5;-3;-6;1;-4;1;-1;-1;5;-3;7;2;5;3;0;-9;-4;27;4;-7;3;0;2;1;-5;-2;-1;-5;-4;-4;11;-7;-7;0;7;-2;2;7;1;-1;3;-4;3;-2;-1;11;-4;-2;3;-2;-1;-3;4;1;-3;1;-9;3;-2;2;0;9;3;-4;9;-3;3;5;13;-1;-2;1;5;3;1;1;-4;-2;-6;9;5;0;-1;-5;-2;-5;-5;-3;-4;-2;0;0;2;-2;-1;-6;-1;-3;-1;2;2;-2;10;-1;-1;-6;-4;-2;8;-2;4;-1;4;1;-8;-2;7;-4;-6;8;-1;-1;3;0;-1;0;-6;2;-1;-6;-8;0;7;-8;9;8;-1;-7;-2;-5;2;-5;-1;9;0;0;-9;6;2;0;-5;-3;-1;2;1;-7;-4;3;0;2;-3;2;2;0;0;8;2;4;-1;4;3;-3;-4;0;-8;-3;1;-2;-7;-6;-5;-5;1;0;5;-2;0;6;-3;14;-6;-4;2;1;2;4;0;4;3;1;-4;4;2;-6;-8;0;-2;2;-2;-6;-3;3;8;-7;8;-1;-1;0;2;-2;-7;4;-5;-8;-2;5;2;1;2;8;-1;1;0;-12;-5;-5;-2;9;-3;-4;3;-1;-8;-6;3;-3;-3;-7;-1;-3;5;6;-6;-1;-3;9;-12;-6;3;-1;0;4;15;5;9;-2;4;-2;-5;6;-5;0;-2;-3;4;-5;-1;2;-6;-2;5;0;1;9;1;0;-1;0;3;1;-3;-19;-3;1;-1;5;4;-4;-2;-3;-2;-7;3;-2;3;2;2;2;-5;-5;-3;-9;11;-6;1;5;4;-2;-2
